iter	Logloss
198	0.1304898667
199	0.1300639697
200	0.1296089287
201	0.1291488388
202	0.1284250868
203	0.1278737051
204	0.1273403855
205	0.1270170658
206	0.1266745875
207	0.1261313704
208	0.1257491292
209	0.125306385
210	0.1249615484
211	0.1247060711
212	0.1242124708
213	0.1236667925
214	0.1229446767
215	0.1224676131
216	0.1220590905
217	0.1217752809
218	0.1212884418
219	0.1206628606
220	0.1201434665
221	0.1197635068
222	0.1195696779
223	0.1191271816
224	0.1187056835
225	0.1184309444
226	0.1179183782
227	0.1176390083
228	0.1172233792
229	0.1168638403
230	0.1163754401
231	0.1161011737
232	0.1157254579
233	0.1153006503
234	0.1149567023
235	0.1145188354
236	0.1140330431
237	0.1135074917
238	0.1131498446
239	0.1126930913
240	0.1124199234
241	0.1121518165
242	0.1118890626
243	0.1116162539
244	0.1111207089
245	0.1108884294
246	0.1106688855
247	0.1103263806
248	0.1098906529
249	0.109766384
250	0.109335949
251	0.1090508854
252	0.108552181
253	0.1081177969
254	0.1078474009
255	0.1076647895
256	0.107339567
257	0.1070350277
258	0.1064696289
259	0.1060400864
260	0.1057507445
261	0.1053680946
262	0.1050999173
263	0.1047437364
264	0.1045542667
265	0.1042320125
266	0.1039877971
267	0.1036250598
268	0.1034116318
269	0.1031239458
270	0.1027624706
271	0.1024201695
272	0.1020915084
273	0.1019423998
274	0.1017806842
275	0.10142483
276	0.101190108
277	0.100941393
278	0.1008076838
279	0.1005949184
280	0.1001920661
281	0.09986874218
282	0.09951220813
283	0.09919475637
284	0.09900351827
285	0.09871682063
286	0.09849585153
287	0.09817864515
288	0.09794170375
289	0.09761409829
290	0.09741644671
291	0.09695895973
292	0.09669798507
293	0.09647933474
294	0.09615767782
295	0.0958856737
296	0.09572282125
297	0.09546397381
298	0.09531410889
299	0.09510796468
300	0.09496388768
301	0.09470044196
302	0.0944329376
303	0.09415886365
304	0.09394443366
305	0.0937852109
306	0.09369242228
307	0.09353862507
308	0.0933767522
309	0.0931103252
310	0.09287781834
311	0.09275901334
312	0.09269244148
313	0.09251674668
314	0.09226249877
315	0.09201340599
316	0.09172331693
317	0.09156866748
318	0.09126839226
319	0.09110062961
320	0.09087047019
321	0.09064378058
322	0.09042060089
323	0.09018403278
324	0.09010392917
325	0.089917784
326	0.08969573395
327	0.08953865471
328	0.0892133059
329	0.08902289421
330	0.08891933831
331	0.08873566432
332	0.08844364579
333	0.088303612
334	0.0881507863
335	0.0879569389
336	0.08767486107
337	0.08750351606
338	0.0873623464
339	0.08709730271
340	0.08685392032
341	0.08669528958
342	0.08653837181
343	0.0864285716
344	0.08619972223
345	0.08603050081
346	0.0858328433
347	0.08561653352
348	0.08535045485
349	0.08516015368
350	0.08492511108
351	0.08475954742
352	0.0844751114
353	0.08422739669
354	0.08403348965
355	0.08379169423
356	0.08363692518
357	0.0835776812
358	0.08340193394
359	0.08324386225
360	0.08313669307
361	0.08294951096
362	0.08279036467
363	0.0826535633
364	0.08260972316
365	0.08245193775
366	0.08228323104
367	0.08215499808
368	0.08201233158
369	0.08182058393
370	0.08165180392
371	0.0814066573
372	0.08111757661
373	0.08098339303
374	0.08088034658
375	0.08071566429
376	0.08056457197
377	0.08037144408
378	0.08022741996
379	0.08019784033
380	0.08006960505
381	0.07988171386
382	0.079656433
383	0.07934655873
384	0.07929513302
385	0.07920296644
386	0.07916710498
387	0.07891952173
388	0.07877260533
389	0.07870581499
390	0.07850225679
391	0.07836260167
392	0.0781294764
393	0.07790516929
394	0.07778667876
395	0.07766540885
396	0.07738462422
397	0.07725205636
398	0.07699379486
399	0.07681065347
400	0.07671572745
401	0.07642618694
402	0.07619398151
403	0.07609266931
404	0.07596384834
405	0.07575336732
406	0.07556636015
407	0.07538324897
408	0.07516138905
409	0.074981326
410	0.07477006598
411	0.0746432623
412	0.07454929086
413	0.07441414472
414	0.07429511763
415	0.07415593341
416	0.07412267291
417	0.07401881962
418	0.07381870125
419	0.07369596027
420	0.07352257366
421	0.07330262122
422	0.07317279939
423	0.07302447083
424	0.07282957314
425	0.07269760016
426	0.07258255632
427	0.07238154615
428	0.07234058488
429	0.07221828852
430	0.07207440372
431	0.07204549268
432	0.07191462651
433	0.07174755097
434	0.07161813476
435	0.07134798666
436	0.07121576453
437	0.07107621733
438	0.07097258792
439	0.07088215641
440	0.07064237313
441	0.07054332456
442	0.07043322286
443	0.07030148557
444	0.0701080605
445	0.0699762357
446	0.0697819343
447	0.06966077433
448	0.06948306468
449	0.06940890593
450	0.06930021504
451	0.06917024372
452	0.06907799725
453	0.06898830247
454	0.06887357474
455	0.06875763019
456	0.06853369296
457	0.06835796142
458	0.06825359372
459	0.0681495098
460	0.06798273532
461	0.06783150032
462	0.06767614029
463	0.06756285587
464	0.06735850519
465	0.06723348773
466	0.06712275821
467	0.06696786178
468	0.0668000296
469	0.06667564412
470	0.06660208756
471	0.06653283538
472	0.06643637307
473	0.06637572997
474	0.06628118858
475	0.06615618956
476	0.06599655705
477	0.06585393201
478	0.06570227235
479	0.06562618535
480	0.0655097257
481	0.06535668704
482	0.0651925016
483	0.06508945035
484	0.06497323835
485	0.06483503963
486	0.06467931786
487	0.06459842402
488	0.06441841071
489	0.06435023487
490	0.06428172884
491	0.06412195989
492	0.06397431631
493	0.06387406244
494	0.06375493709
495	0.0636201932
496	0.0634461859
497	0.06330659086
498	0.06320484064
499	0.06303157392
500	0.06298527871
501	0.06284518127
502	0.0626875521
503	0.06258557494
504	0.06244945006
505	0.06229026877
506	0.06211591662
507	0.06201094394
508	0.06192981797
509	0.06181811556
510	0.06166266162
511	0.0615093262
512	0.06146448721
513	0.06131918544
514	0.06121377469
515	0.06112584691
516	0.06099628951
517	0.06081100289
518	0.06068285437
519	0.06059474777
520	0.06052195737
521	0.06040242905
522	0.06027140183
523	0.06015638224
524	0.06009936125
525	0.06004469807
526	0.05993969356
527	0.05986136239
528	0.05972244923
529	0.0596450305
530	0.05956571103
531	0.05949891416
532	0.05940746077
533	0.05930034906
534	0.05917794428
535	0.05905162858
536	0.05894225239
537	0.05883899802
538	0.0586667836
539	0.05863765902
540	0.05851418133
541	0.05843955904
542	0.05838938937
543	0.05837692525
544	0.05830546141
545	0.05816463887
546	0.05804372756
547	0.05790226839
548	0.05785476954
549	0.05780334589
550	0.05763794678
551	0.057533507
552	0.05741669548
553	0.05726566606
554	0.0571397364
555	0.05703238652
556	0.05695576902
557	0.05687750392
558	0.05679472401
559	0.05670202866
560	0.05656318097
561	0.05653778208
562	0.05651289853
563	0.05643763021
564	0.05633216032
565	0.05623934432
566	0.05614432538
567	0.05605478224
568	0.05599948016
569	0.05590134843
570	0.05580400111
571	0.05569031054
572	0.05562688226
573	0.05547254001
574	0.05535803388
575	0.0553298558
576	0.05522794298
577	0.05510530955
578	0.05505088491
579	0.05491827686
580	0.05482001224
581	0.05470784915
582	0.05461930389
583	0.05454333458
584	0.05448980904
585	0.05438445952
586	0.05433509855
587	0.05415333042
588	0.05408142936
589	0.05404079997
590	0.05396084695
591	0.05388375584
592	0.05380591155
593	0.05371290004
594	0.05365196216
595	0.05354049042
596	0.0534730102
597	0.05337771232
598	0.05331151619
599	0.05318375026
600	0.05307528923
601	0.05300165127
602	0.05291517473
603	0.05283344058
604	0.05277806295
605	0.05269374605
606	0.05258695655
607	0.05252658952
608	0.052432611
609	0.05230926178
610	0.05219761027
611	0.05215006275
612	0.05207466833
613	0.0519651503
614	0.0518419614
615	0.05169850818
616	0.05158234365
617	0.05153747168
618	0.05144984275
619	0.05132945975
620	0.05127978645
621	0.05122279335
622	0.05115442577
623	0.05108968413
624	0.05097905794
625	0.05088898183
626	0.05084605807
627	0.05077281802
628	0.05068418258
629	0.05064093175
630	0.05056238893
631	0.05046082154
632	0.05040310192
633	0.05033815479
634	0.05022981938
635	0.05013487694
636	0.05003109695
637	0.04998093519
638	0.04990586103
639	0.04982181356
640	0.04974168793
641	0.04963086306
642	0.04957577413
643	0.04950583649
644	0.04940611247
645	0.04936286019
646	0.04922780416
647	0.04913483377
648	0.04907167308
649	0.04897618724
650	0.04891650187
651	0.04886783386
652	0.04871635802
653	0.04865952862
654	0.04859993097
655	0.04856266662
656	0.04847205535
657	0.04837744462
658	0.04833806268
659	0.04827576065
660	0.04814711693
661	0.04801840149
662	0.04799687166
663	0.04791568432
664	0.04780863319
665	0.04772540754
666	0.04762571944
667	0.04755403657
668	0.04743869091
669	0.04736201552
670	0.04730269961
671	0.04725177315
672	0.04709329785
673	0.047008025
674	0.04692901286
675	0.04688576227
676	0.04682835601
677	0.04672289071
678	0.04661953559
679	0.0465343181
680	0.04644958252
681	0.04635307451
682	0.04631192789
683	0.0462480194
684	0.04619467389
685	0.04612767917
686	0.04607467605
687	0.04595870995
688	0.04590523092
689	0.04584679626
690	0.04579836954
691	0.04566522834
692	0.04560586301
693	0.04558119649
694	0.04553152715
695	0.04543808208
696	0.04529055444
697	0.04519374861
698	0.04513398898
699	0.04508314718
700	0.04502673122
701	0.04495099913
702	0.04486227298
703	0.04481698742
704	0.04470886938
705	0.04465303587
706	0.04457712536
707	0.04443857856
708	0.04438381601
709	0.04430396293
710	0.0441706461
711	0.04405192863
712	0.04402212762
713	0.04400830909
714	0.04390350476
715	0.0438533318
716	0.04374923751
717	0.04370480715
718	0.04361567777
719	0.04352074573
720	0.04350504672
721	0.04346566645
722	0.04333968552
723	0.04331543044
724	0.04326875719
725	0.04321317641
726	0.04313360526
727	0.0430776169
728	0.04303057634
729	0.04297730639
730	0.04288047884
731	0.04282539383
732	0.04273492468
733	0.04269015347
734	0.04266375674
735	0.0425980595
736	0.04252711913
737	0.04248490285
738	0.04244162629
739	0.04234413709
740	0.04230247084
741	0.04223391156
742	0.04215603365
743	0.04204650251
744	0.04192270876
745	0.04186610233
746	0.04179097914
747	0.04177760411
748	0.04171455853
749	0.04165945222
750	0.04160031407
751	0.04155355089
752	0.04148293715
753	0.04136095674
754	0.04130314608
755	0.04123856704
756	0.04115689165
757	0.04110446528
758	0.04105591356
759	0.04099288098
760	0.04090945339
761	0.04086374588
762	0.04079544863
763	0.04073498511
764	0.04067010424
765	0.04057840445
766	0.04050882944
767	0.0404454225
768	0.04035414184
769	0.04029740214
770	0.04021271557
771	0.04017486075
772	0.04011141033
773	0.04003343379
774	0.03998717729
775	0.03992101176
776	0.03985946188
777	0.03979551686
778	0.03978520618
779	0.03972888193
780	0.03970621055
781	0.03968553853
782	0.03961999788
783	0.03956002958
784	0.03946797079
785	0.03945449624
786	0.03936349278
787	0.03927235476
788	0.03922278353
789	0.03914660598
790	0.0390699719
791	0.03902385169
792	0.03895376529
793	0.03889180793
794	0.03886754865
795	0.03883823423
796	0.03875073712
797	0.03868368733
798	0.03862613301
799	0.03855836885
800	0.03849396175
801	0.03841206261
802	0.03837927119
803	0.03833475449
804	0.03829137513
805	0.03827100691
806	0.03820747639
807	0.03815576716
808	0.0380776021
809	0.03800500822
810	0.03795087006
811	0.03791971134
812	0.03788432039
813	0.0378115744
814	0.03774938557
815	0.03770799369
816	0.03764036558
817	0.03761724935
818	0.0375781523
819	0.03751496583
820	0.03746568658
821	0.03741469733
822	0.03738307657
823	0.03727590332
824	0.03721907876
825	0.03718297045
826	0.03711726177
827	0.03705235857
828	0.0370132466
829	0.03697247133
830	0.03693709107
831	0.03688125749
832	0.03679066322
833	0.03670625085
834	0.03667735527
835	0.03662749112
836	0.03657391838
837	0.036524415
838	0.03648589826
839	0.0364379342
840	0.03639364925
841	0.03631438418
842	0.03627306797
843	0.03620517073
844	0.03612054088
845	0.03606710083
846	0.03601711109
847	0.03594057669
848	0.03591182867
849	0.03582835289
850	0.03580299373
851	0.03577752211
852	0.03568813466
853	0.03562525547
854	0.03557122993
855	0.03553196758
856	0.03546076265
857	0.03540965043
858	0.03533951973
859	0.03530266051
860	0.03528370593
861	0.03524201222
862	0.03519603877
863	0.03513982787
864	0.03506591389
865	0.03500122298
866	0.03497181919
867	0.03490385458
868	0.03485989018
869	0.03480124903
870	0.03475640671
871	0.03468837492
872	0.03464177292
873	0.03456031954
874	0.03452853615
875	0.03446138171
876	0.03439089422
877	0.03432266461
878	0.03426696234
879	0.03415125568
880	0.03403553825
881	0.03396330257
882	0.03392922712
883	0.03386124414
884	0.03382812985
885	0.03378275978
886	0.03374153365
887	0.0337136551
888	0.03369145928
889	0.03363455641
890	0.03356836178
891	0.03348889611
892	0.03342906578
893	0.0333782267
894	0.03333490483
895	0.03330160258
896	0.03325341629
897	0.03320932581
898	0.03315585412
899	0.0330982449
900	0.03306055595
901	0.033019425
902	0.03293980499
903	0.03290271457
904	0.03285771642
905	0.03280912638
906	0.03279394281
907	0.0327358064
908	0.03264188282
909	0.03259273784
910	0.03255972464
911	0.03252895833
912	0.03249218082
913	0.03240135078
914	0.03235202519
915	0.03231382802
916	0.03226578288
917	0.0322188943
918	0.03217532822
919	0.03212602473
920	0.03207385751
921	0.03204381155
922	0.0320058644
923	0.03194996825
924	0.03193208943
925	0.03187966692
926	0.03181219797
927	0.03175113174
928	0.03171151593
929	0.03166414123
930	0.03158218511
931	0.03155366026
932	0.03152253863
933	0.03148028889
934	0.03142036423
935	0.03138366446
936	0.03134731752
937	0.03130205479
938	0.03125522517
939	0.03120656659
940	0.0311787296
941	0.03112894804
942	0.0310778419
943	0.03104198118
944	0.03102901688
945	0.03097269029
946	0.03093658407
947	0.03086544145
948	0.03083597335
949	0.03080548415
950	0.030758953
951	0.03068799785
952	0.03062562101
953	0.03057325055
954	0.03052577232
955	0.03049543322
956	0.03045419115
957	0.03043351251
958	0.03039336475
959	0.03034893624
960	0.03032917462
961	0.0302899355
962	0.03026080162
963	0.03023417585
964	0.03019915834
965	0.03012819765
966	0.03008920962
967	0.03004836974
968	0.02999291845
969	0.02996827623
970	0.02994604708
971	0.0299068922
972	0.02985341877
973	0.02980650269
974	0.02976352957
975	0.02970908437
976	0.02965513977
977	0.02961368403
978	0.02956333339
979	0.029527541
980	0.02950241579
981	0.02943238429
982	0.02936998794
983	0.02932162562
984	0.02928280962
985	0.02924332429
986	0.02920138018
987	0.02913984353
988	0.02909565557
989	0.02905848933
990	0.02899225958
991	0.02895715386
992	0.02889973576
993	0.0288284929
994	0.02876891846
995	0.02873248378
996	0.02868395826
997	0.02862709459
998	0.02859038897
999	0.02853339213
